Processing text...
Entities:
('1976:661', 'nmod', 'lagen')
('direktiv', 'nmod', '95/46')
('direktåtkomst', 'nsubj', 'tillåten')
('domen', 'nmod', 'månad')
('domen', 'nsubj', 'vunnit')
('domkrets', 'nmod', 'förvaltningsrätt')
('dom', 'nmod', 'beaktande')
('domstol', 'nmod', 'beslut')
('domstol', 'nmod', 'bevisupptagning')
('dröjsmålsränta', 'nmod', 'uttag')
('dröjsmålsränta', 'nsubj:pass', 'tas')
('dygnet', 'nmod', 'del')
('dygn', 'nmod', 'antalet')
('dygn', 'nsubj:pass', 'räknas')
('därefter', 'nmod', 'inkomstindex')
('därefter', 'nmod', 'tiden')
('därefter', 'nmod', 'året')
('därifrån', 'nmod', 'samordning')
('där', 'nsubj', 'utför')
('död', 'nmod', 'avlidne')
('död', 'nmod', 'pensionsspararen')
('död', 'nmod', 'person')
('död', 'nsubj:pass', 'betalas')
('dödsfallet', 'nmod', 'annan')
('dödsfallet', 'nmod', 'bedömning')
('dödsfallet', 'nmod', 'begravningshjälp')
('dödsfallet', 'nmod', 'bidraget')
('dödsfallet', 'nmod', 'inkomstindex')
('dödsfallet', 'nmod', 'inträffade')
('dödsfallet', 'nmod', 'prisbasbeloppet')
('dödsfallet', 'nmod', 'produkten')
('dödsfallet', 'nmod', 'stadigvarande')
('dödsfallet', 'nmod', 'tiden')
('dödsfallet', 'nmod', 'tidpunkten')
('dödsfallet', 'nmod', 'året')
('dödsfallet', 'nsubj', 'inträffade')
('dödsfallet', 'nsubj', 'inträffar')
('dödsfallet', 'nsubj', 'inträffat')
('dödsfall', 'nmod', 'arvsvinstfaktorer')
('dödsfall', 'nmod', 'efterlevandestöd')
('dödsfall', 'nmod', 'livränta')
('dödsfallsåret', 'nmod', 'inkomstindex')
('dödsfallsåret', 'nmod', 'utgången')
('dödsfallsåret', 'nmod', 'året')
('eftergift', 'nmod', 'rätten')
('efterlevandeförmåner', 'nmod', 'ansökan')
('efterlevandeförmåner', 'nmod', 'bestämmelser')
('efterlevandeförmåner', 'nmod', 'efterlevandestöd')
('efterlevandeförmåner', 'nmod', 'rätt')
('efterlevandeförmåner', 'nmod', 'socialförsäkringsförmåner')
('efterlevandelivränta', 'nmod', 'beräkning')
('efterlevandelivränta', 'nmod', 'bestämmelser')
('efterlevandelivränta', 'nmod', 'ersättningsunderlag')
('efterlevandelivränta', 'nmod', 'samordning')
('efterlevandelivräntan', 'nsubj:pass', 'betalas')
('efterlevandelivräntan', 'nsubj:pass', 'minskas')
('efterlevandelivränta', 'nsubj:pass', 'grundas')
('efterlevandelivränta', 'nsubj:pass', 'lämnas')
('efterlevandelivränta', 'nsubj:pass', 'minskas')
('efterlevande', 'nmod', '1')
('efterlevande', 'nmod', '15')
('efterlevande', 'nmod', '9')
('efterlevande', 'nmod', 'arbetsskadeersättning')
('efterlevande', 'nmod', 'beslut')
('efterlevande', 'nmod', 'efterlevandepension')
('efterlevande', 'nmod', 'livränta')
('efterlevande', 'nmod', 'livräntorna')
('efterlevande', 'nmod', 'pension')
('efterlevande', 'nmod', 'premiepension')
('efterlevande', 'nmod', 'rätten')
('efterlevande', 'nmod', 'skadeersättning')
('efterlevande', 'nmod', 'socialförsäkringsförmåner')
('efterlevande', 'nsubj:pass', 'anges')
('efterlevande', 'nsubj:pass', 'likställs')
('efterlevande', 'nsubj', 'avbryta')
('efterlevande', 'nsubj', 'har')
('efterlevande', 'nsubj', 'sambo')
('efterlevande', 'nsubj', 'ske')
('efterlevandepensionen', 'nsubj:pass', 'beräknas')
('efterlevandepension', 'nmod', 'beräkning')
('efterlevandepension', 'nmod', 'beräkningsunderlag')
('efterlevandepension', 'nmod', 'beslut')
('efterlevandepension', 'nmod', 'bestämmelser')
('efterlevandepension', 'nmod', 'bestämmelserna')
('efterlevandepension', 'nmod', 'rätt')
('efterlevandepension', 'nmod', 'rätten')
('efterlevandepension', 'nmod', 'samordning')
('efterlevandepension', 'nmod', 'utbetalning')
('efterlevandepension', 'nmod', 'uttaget')
('efterlevandepension', 'nmod', 'ändring')
('efterlevandepension', 'nmod', 'ärende')
('efterlevandepension', 'nmod', 'återbetalning')
('efterlevandepension', 'nsubj:pass', 'avses')
('efterlevandepension', 'nsubj:pass', 'beräknas')
('efterlevandepension', 'nsubj:pass', 'betalas')
('efterlevandepension', 'nsubj:pass', 'likställas')
('efterlevandepension', 'nsubj:pass', 'lämnas')
('efterlevandepension', 'nsubj:pass', 'minskas')
('efterlevandepension', 'nsubj', 'gäller')
('efterlevandepensionsunderlaget', 'nsubj:pass', 'beräknas')
('efterlevandepensionsunderlaget', 'nsubj:pass', 'bestäms')
('efterlevandepensionsunderlaget', 'nsubj:pass', 'följsamhetsindexeras')
('efterlevandepensionsunderlag', 'nmod', 'bestämmelser')
('efterlevandeskyddet', 'nmod', 'giltighetstiden')
('efterlevandeskyddet', 'nmod', 'omfattningen')
('efterlevandeskyddet', 'nsubj', 'börjar')
('efterlevandeskyddet', 'nsubj', 'gäller')
('efterlevandeskydd', 'nmod', 'bestämmelser')
('efterlevandeskydd', 'nsubj:pass', 'göras')
('efterlevandeskydd', 'nsubj:pass', 'meddelas')
('efterlevandeskydd', 'nsubj', 'innebär')
('efterlevandestöd', 'nmod', 'ansökan')
('efterlevandestöd', 'nmod', 'beräkning')
('efterlevandestöd', 'nmod', 'garantiersättning')
('efterlevandestöd', 'nmod', 'rätten')
('efterlevandestöd', 'nmod', 'utbetalning')
('efterlevandestöd', 'nmod', 'återbetalning')
('efterlevandestöd', 'nsubj:pass', 'beviljas')
('efterlevandestöd', 'nsubj:pass', 'lämnas')
('efterlevandestöd', 'nsubj:pass', 'ändras')
('efterlevandestöd', 'nsubj', 'motsvarar')
('efter', 'nmod', 'år')
('efterskyddstiden', 'nsubj', 'börja')
('egendomen', 'nsubj', 'stå')
('egenskap', 'nmod', 'försäkrad')
('eleven', 'nsubj', 'vistas')
('emissionsräntorna', 'nmod', 'ledning')
('en-', 'nmod', 'boende')
('engångsbelopp', 'nmod', 'föräldrabalken')
('engångsbelopp', 'nmod', 'livränta')
('enskilde', 'nsubj', 'begär')
('enskilde', 'nsubj', 'begärt')
('enskilde', 'nsubj', 'fick')
('enskilde', 'nsubj', 'försäkrad')
('enskilde', 'nsubj', 'har')
('enskilde', 'nsubj', 'skyldig')
('enskild', 'nsubj', 'bedriver')
('enskild', 'nsubj', 'får')
('enskilds', 'nmod', 'fordringar')
('ersättningarna', 'nsubj:pass', 'fattats')
('ersättningar', 'nsubj:pass', 'läggas')
('ersättningar', 'nsubj:pass', 'räknas')
('ersättningar', 'nsubj', 'pensionsgrundande')
('ersättningen', 'nmod', 'andel')
('ersättningen', 'nmod', 'avdrag')
('ersättningen', 'nmod', 'bortseende')
('ersättningen', 'nmod', 'del')
('ersättningen', 'nmod', 'pensionsmyndigheten')
('ersättningen', 'nmod', 'skadestånd')
('ersättningen', 'nmod', 'storleken')
('ersättningen', 'nmod', 'ökning')
('ersättningen', 'nsubj', '1')
('ersättningen', 'nsubj:pass', 'anses')
('ersättningen', 'nsubj:pass', 'antas')
('ersättningen', 'nsubj:pass', 'avrundas')
('ersättningen', 'nsubj:pass', 'beräknas')
('ersättningen', 'nsubj:pass', 'bestämdes')
('ersättningen', 'nsubj:pass', 'bestäms')
('ersättningen', 'nsubj:pass', 'betalas')
('ersättningen', 'nsubj:pass', 'betalats')
('ersättningen', 'nsubj:pass', 'fördelas')
('ersättningen', 'nsubj:pass', 'hållas')
('ersättningen', 'nsubj:pass', 'lämnas')
('ersättningen', 'nsubj:pass', 'omfattas')
('ersättningen', 'nsubj:pass', 'räknas')
('ersättningen', 'nsubj', 'avser')
('ersättningen', 'nsubj', 'blir')
('ersättningen', 'nsubj', 'börja')
('ersättningen', 'nsubj', 'faller')
('ersättningen', 'nsubj', 'hälften')
('ersättningen', 'nsubj', 'insett')
('ersättningen', 'nsubj', 'kronor')
('ersättningen', 'nsubj', 'känner')
('ersättningen', 'nsubj', 'känt')
('ersättningen', 'nsubj', 'motsvarar')
('ersättningen', 'nsubj', 'orsakat')
('ersättningen', 'nsubj', 'pensionsgrundande')
('ersättningen', 'nsubj', 'skattepliktig')
('ersättningen', 'nsubj', 'stipendium')
('ersättningen', 'nsubj', 'trätt')
('ersättningen', 'nsubj', 'upphört')
('ersättningen', 'nsubj', 'utgift')
('ersättningen', 'nsubj', 'vilande')
('ersättningen', 'nsubj', 'överstiga')
('ersättning', 'nmod', 'andel')
('ersättning', 'nmod', 'andelsberäkning')
('ersättning', 'nmod', 'avdrag')
('ersättning', 'nmod', 'beräkning')
('ersättning', 'nmod', 'beräkningsunderlag')
('ersättning', 'nmod', 'beslut')
('ersättning', 'nmod', 'bestämmelser')
('ersättning', 'nmod', 'bestämmelserna')
('ersättning', 'nmod', 'eftergift')
('ersättning', 'nmod', 'ersättningen')
('ersättning', 'nmod', 'fordran')
('ersättning', 'nmod', 'frågan')
('ersättning', 'nmod', 'föreskrifter')
('ersättning', 'nmod', 'författning')
('ersättning', 'nmod', 'förlust')
('ersättning', 'nmod', 'nedsättning')
('ersättning', 'nmod', 'rätt')
('ersättning', 'nmod', 'rätten')
('ersättning', 'nmod', 'samordning')
('ersättning', 'nmod', 'tiden')
('ersättning', 'nmod', 'utbetalning')
('ersättning', 'nmod', '§')
('ersättning', 'nmod', 'ändring')
('ersättning', 'nmod', 'återbetalning')
('ersättning', 'nmod', 'återbetalningsskyldighet')
('ersättning', 'nsubj:pass', 'anses')
('ersättning', 'nsubj:pass', 'betalas')
('ersättning', 'nsubj:pass', 'betalats')
('ersättning', 'nsubj:pass', 'beviljas')
('ersättning', 'nsubj:pass', 'beviljats')
('ersättning', 'nsubj:pass', 'dras')
('ersättning', 'nsubj:pass', 'fullgjorts')
('ersättning', 'nsubj:pass', 'föreskrivs')
('ersättning', 'nsubj:pass', 'krävas')
('ersättning', 'nsubj:pass', 'likställs')
('ersättning', 'nsubj:pass', 'lyfts')
('ersättning', 'nsubj:pass', 'lämnas')
('ersättning', 'nsubj:pass', 'lämnats')
('ersättning', 'nsubj:pass', 'räknas')
('ersättning', 'nsubj:pass', 'ändrats')
('ersättning', 'nsubj', 'del')
('ersättning', 'nsubj', 'fattar')
('ersättning', 'nsubj', 'räknat')
('ersättning', 'nsubj', 'utgift')
('ersättning', 'nsubj', 'utgör')
('ersättning', 'nsubj', 'vilande')
('ersättningsbeloppet', 'nsubj:pass', 'beräknas')
('ersättningsberättigade', 'nsubj', 'återbetalat')
('ersättningsberättigade', 'nsubj', 'återbetalningsskyldig')
('ersättningsberättigande', 'nmod', 'merkostnader')
('ersättningsfall', 'nsubj', 'inträffar')
('ersättningsnivåer', 'nsubj:pass', 'anges')
('ersättningsnivåer', 'nsubj', 'finns')
('ersättningsnivå', 'nmod', 'bestämmelser')
('ersättningsnivån', 'nsubj', 'motsvarar')
('ersättningsunderlaget', 'nmod', 'procent')
('ersättningsunderlag', 'nmod', 'beräkning')
('ersättningsärende', 'nsubj', 'aktuellt')
('etableringsinsatser', 'nsubj', 'gäller')
('etableringsjobbet', 'nmod', 'arbetsgivare')
('etableringsjobb', 'nmod', 'arbete')
('ett', 'nmod', 'föräldrabalken')
('expansionsfond', 'nmod', 'avsättning')
('faderskap', 'nmod', 'fastställande')
('faderskap', 'nsubj:pass', 'fastställts')
('faktorn', 'nsubj', 'avser')
('familjeförmåner', 'nmod', 'bestämmelser')
('familjeförmåner', 'nsubj', 'graviditetspenning')
('familjehem', 'nmod', 'barn')
('familjehem', 'nmod', 'vistelse')
('familjehem', 'nmod', 'vård')
('familjehemsförälder', 'nmod', 'egenskap')
('familjehemsförälder', 'nmod', 'förälder')
('familjehemsförälder', 'nmod', 'sjukpenning')
('familjehemsföräldern', 'nsubj', 'få')
('familjehemsförälder', 'nsubj', 'får')
('familjen', 'nmod', 'medlem')
('familjen', 'nsubj', 'flyttar')
('familjer', 'nmod', 'kronor')
('far', 'nsubj', 'avstår')
('far', 'nsubj', 'kommer')
('far', 'nsubj', 'utnyttja')
('fartyget', 'nsubj:pass', 'hyrs')
('fartyget', 'nsubj', 'går')
('fartyget', 'nsubj', 'ligger')
('fartyg', 'nmod', 'sjöman')
('fartyg', 'nmod', 'tjänstgöring')
('fastighet', 'nmod', 'taxeringsvärde')
('fastställande', 'nmod', 'beslut')
('fastställelseåret', 'nmod', '2015')
('fastställelseåret', 'nmod', 'december')
('fastställelseåret', 'nmod', 'inkomstindex')
('fastställelseåret', 'nmod', 'år')
('fastställelseåret', 'nmod', 'året')
('fastställelseåret', 'nsubj', 'januari')
('fastställelseår', 'nmod', 'året')
('fattades', 'nsubj:pass', 'antas')
('februari', 'nmod', 'tid')
('felet', 'nsubj', 'belastar')
('femårsperioden', 'nmod', 'medellivslängden')
('femårsperioden', 'nmod', 'statistiken')
('ferier', 'nmod', 'ledighet')
('finansiering', 'nmod', 'bestämmelser')
('finansiering', 'nsubj', 'finns')
('fjärdedel', 'nmod', 'arbetsförmåga')
('fjärdedels', 'nmod', 'dag')
('fjärdedels', 'nsubj', 'förmån')
('fjärdedels', 'nsubj', 'omvårdnadsbidrag')
('flerbarnsfödsel', 'nmod', 'dagar')
('flerbarnsfödsel', 'nmod', 'föräldrapenning')
('flerbarnstillägget', 'nmod', 'andel')
('flerbarnstillägget', 'nmod', 'kvoten')
('flerbarnstillägget', 'nmod', 'sammanbor')
('flerbarnstillägget', 'nsubj:pass', 'beräknas')
('flerbarnstillägget', 'nsubj', 'avser')
('flerbarnstillägg', 'nmod', 'beräkningen')
('flerbarnstillägg', 'nmod', 'föreskrifterna')
('flerbarnstillägg', 'nsubj:pass', 'lämnas')
('f', 'nsubj', 'efterlevandestöd')
('folkbokföras', 'nsubj:pass', 'anses')
('folkpensionärer', 'nmod', 'grundavdrag')
('fondandelar', 'nsubj:pass', 'betalas')
('fondandelar', 'nsubj:pass', 'förvärvats')
('fondavtal', 'nmod', 'fondförvaltare')
('fondavtal', 'nsubj', 'sägs')
('fonderna', 'nmod', 'fördelningen')
('fonderna', 'nsubj:pass', 'tas')
('fonderna', 'nsubj', 'kostnadseffektiva')
('fonder', 'nmod', 'föreskrifter')
('fonder', 'nmod', 'förvaltning')
('fonder', 'nmod', 'information')
('fonder', 'nmod', 'medlen')
('fonder', 'nmod', 'räkning')
('fonder', 'nmod', 'upphandling')
('fonder', 'nmod', 'urval')
('fonder', 'nmod', 'urvalet')
('fonder', 'nmod', '§')
('fondförsäkring', 'nmod', 'premiepension')
('fondförvaltare', 'nmod', 'avgift')
('fond', 'nmod', 'byte')
('fond', 'nmod', 'innehavet')
('fond', 'nmod', 'placeringen')
('fondtorget', 'nmod', 'räkning')
('fondtorget', 'nsubj', 'erbjuda')
('fondtorg', 'nmod', 'upphandling')
('fondtorg', 'nmod', 'urval')
('fondtorgsnämnden', 'nsubj', 'ansvarar')
('fondtorgsnämnden', 'nsubj', 'avser')
('fondtorgsnämnden', 'nsubj', 'ingått')
('fondtorgsnämnden', 'nsubj', 'samverka')
('fondtorgsnämnden', 'nsubj', 'tillhandahålla')
('fordonet', 'nmod', 'anordning')
('fordonet', 'nmod', 'bilstöd')
('fordonet', 'nmod', 'ändring')
('fordonet', 'nsubj:pass', 'framförts')
('fordonet', 'nsubj', 'olämpligt')
('fordonet', 'nsubj', 'äldre')
('fordon', 'nmod', 'anordning')
('fordon', 'nmod', 'inköp')
('fordon', 'nmod', 'ändring')
('fordon', 'nsubj', 'ha')
('fordran', 'nmod', 'utmätning')
('fordran', 'nsubj:pass', 'pantsättas')
('fordran', 'nsubj:pass', 'utmätas')
('fordran', 'nsubj', 'preskriberad')
('formkrav', 'nmod', 'föreskrifter')
('fortfarande', 'nmod', 'bestämmelserna')
('fortfarande', 'nmod', 'kap.')
('fortsättningsnivån', 'nmod', 'sjukpenning')
('framställning', 'nmod', 'försäkringskassan')
('fredstid', 'nmod', 'händelser')
('fribelopp', 'nsubj', 'motsvarar')
('fråga', 'nsubj:pass', 'tas')
('frånvaron', 'nsubj:pass', 'anses')
('frånvaron', 'nsubj', 'avser')
('funktionsförmåga', 'nmod', 'person')
('funktionshinder', 'nmod', 'barn')
('funktionshinder', 'nmod', 'förmåner')
('funktionshinder', 'nmod', 'personer')
('funktionshinder', 'nmod', 'socialförsäkringsförmåner')
('funktionshindrade', 'nmod', 'service')
('funktionshindrade', 'nsubj:pass', 'vårdas')
('funktionshindrade', 'nsubj', 'deltar')
('funktionshindrad', 'nmod', 'assistansersättning')
('funktionshindrad', 'nmod', 'bilstöd')
('funktionshindrad', 'nsubj', 'får')
('funktionshindrad', 'nsubj', 'har')
('funktionskontroll', 'nsubj:pass', 'göras')
('funktionsnedsättning', 'nsubj', 'bestå')
('färden', 'nsubj:pass', 'föranleddes')
('färd', 'nmod', 'olycksfall')
('född', 'nmod', '1914')
('födelse', 'nmod', 'anledning')
('födelse', 'nmod', 'dagar')
('födelse', 'nmod', 'föräldrapenning')
('födelse', 'nmod', 'föräldrapenningsförmåner')
('födelse', 'nmod', 'kontaktdagar')
('födelse', 'nmod', 'tidpunkten')
('födelse', 'nmod', 'året')
('födelsen', 'nmod', 'tidpunkten')
('födelse', 'nsubj', 'ha')
('födelseåret', 'nmod', 'utgången')
('födelseår', 'nmod', 'utgången')
('följande', 'nsubj:pass', 'avses')
('följande', 'nsubj:pass', 'likställs')
('följande', 'nsubj:pass', 'räknas')
('följande', 'nsubj:pass', 'tillgodoräknats')
('följande', 'nsubj', 'gälla')
('följande', 'nsubj', 'gäller')
('följd', 'nmod', 'månader')
('följd', 'nsubj', 'lider')
('följsamhetsindexeringen', 'nsubj:pass', 'beräknas')
('förbehållsbelopp', 'nmod', 'bestämmelserna')
('förbudet', 'nsubj', 'gäller')
('förbud', 'nmod', 'föreskrift')
('förbud', 'nmod', 'graviditetspenning')
('fördelningen', 'nmod', 'bestämmelser')
('fördelningen', 'nsubj:pass', 'fördelas')
('fördelningen', 'nsubj:pass', 'göras')
('fördelningen', 'nsubj', 'avser')
('fördelningen', 'nsubj', 'sker')
('fördelningen', 'nsubj', 'skett')
('fördelningen', 'nsubj', 'svara')
('fördelning', 'nmod', 'ap-fonden')
('fördelning', 'nmod', 'kostnader')
('fördelning', 'nmod', 'lagen')
('fördelning', 'nsubj:pass', 'görs')
('fördelningsordning', 'nmod', 'tillämpning')
('fördelningssystemet', 'nmod', 'avgiftsinkomsterna')
('fördelningssystemet', 'nmod', 'ålderspension')
('föreläggande', 'nmod', 'boföräldern')
('föreläggande', 'nsubj:pass', 'delges')
('föreningen', 'nmod', 'ersättningen')
('före', 'nmod', 'år')
('föreskriften', 'nsubj:pass', 'tillämpas')
('föreskrifterna', 'nmod', 'stöd')
('föreskrifterna', 'nmod', 'tillämpning')
('föreskrifterna', 'nsubj:pass', 'tillämpas')
('föreskrifterna', 'nsubj', 'gäller')
('föreskrifterna', 'nsubj', 'upphör')
('föreskrifter', 'nmod', 'ledighet')
('föreskrifter', 'nmod', 'tillämpning')
('föreskrifter', 'nsubj:pass', 'behövs')
('föreskrifter', 'nsubj:pass', 'iakttas')
('föreskrifter', 'nsubj:pass', 'meddelas')
('föreskrifter', 'nsubj:pass', 'medges')
('föreskrifter', 'nsubj:pass', 'underställas')
('föreskrifter', 'nsubj', 'gäller')
('föreståndaren', 'nmod', 'framställning')
('författarfond', 'nmod', 'bidrag')
('författning', 'nmod', 'bestämmelser')
('författning', 'nmod', 'ersättning')
('författning', 'nsubj:pass', 'föreskrivs')
('förfluten', 'nmod', 'livränta')
('förfluten', 'nmod', 'äldreförsörjningsstöd')
('förhållandena', 'nmod', 'beaktande')
('förhållandena', 'nsubj:pass', 'ändras')
('förhållandena', 'nsubj', 'avser')
('förhållanden', 'nmod', 'assistansersättning')
('förhållanden', 'nmod', 'omprövning')
('förhållanden', 'nmod', 'uppgifter')
('förhållanden', 'nmod', '§')
('förhållanden', 'nsubj:pass', 'försäkrades')
('förhållanden', 'nsubj:pass', 'ändras')
('förhållanden', 'nsubj', 'råder')
('förhållande', 'nsubj:pass', 'utfärdats')
('förhållande', 'nsubj:pass', 'ändrats')
('förklarad', 'nsubj', 'vilande')
('förklaring', 'nsubj:pass', 'infordras')
('förklaring', 'nsubj:pass', 'krävas')
('förlossningen', 'nmod', 'hemkomst')
('förlossningen', 'nmod', 'tiden')
('förlust', 'nmod', 'anledning')
('förläggning', 'nsubj', 'försämra')
('förlängningen', 'nsubj', 'avse')
('förlängning', 'nmod', 'beslut')
('förlängningsbeslutet', 'nsubj', 'upphör')
('förmyndare', 'nsubj:pass', 'återkrävas')
('förmyndare', 'nsubj', 'finns')
('förmåga', 'nmod', 'nedsättning')
('förmågan', 'nmod', 'nedsättning')
('förmågan', 'nmod', 'nedsättningen')
('förmågan', 'nmod', 'utredning')
('förmåga', 'nsubj:pass', 'beaktas')
('förmåga', 'nsubj', 'nedsatt')
('förmånen', 'nmod', 'avdrag')
('förmånen', 'nmod', 'avdraget')
('förmånen', 'nmod', 'del')
('förmånen', 'nmod', 'förutsättningarna')
('förmånen', 'nmod', 'månad')
('förmånen', 'nmod', 'rätten')
('förmånen', 'nmod', 'storleken')
('förmånen', 'nsubj:pass', 'beräknas')
('förmånen', 'nsubj:pass', 'betalas')
('förmånen', 'nsubj:pass', 'fattades')
('förmånen', 'nsubj:pass', 'förklaras')
('förmånen', 'nsubj:pass', 'förlängas')
('förmånen', 'nsubj:pass', 'grundas')
('förmånen', 'nsubj:pass', 'lämnas')
('förmånen', 'nsubj:pass', 'lämnats')
('förmånen', 'nsubj:pass', 'meddelats')
('förmånen', 'nsubj:pass', 'minskas')
('förmånen', 'nsubj', 'avser')
('förmånen', 'nsubj', 'bosättningsbaserad')
('förmånen', 'nsubj', 'motsvarar')
('förmånerna', 'nmod', 'bestämmelser')
('förmånerna', 'nmod', 'största')
('förmånerna', 'nsubj:pass', 'dras')
('förmånerna', 'nsubj:pass', 'lämnas')
('förmånerna', 'nsubj', 'finns')
('förmånerna', 'nsubj', 'karaktär')
('förmåner', 'nmod', 'beloppet')
('förmåner', 'nmod', 'beräkning')
('förmåner', 'nmod', 'bestämmelser')
('förmåner', 'nmod', 'bortfall')
('förmåner', 'nmod', 'bostadstillägg')
('förmåner', 'nmod', 'delar')
('förmåner', 'nmod', 'f')
('förmåner', 'nmod', 'någon')
('förmåner', 'nmod', 'rätten')
('förmåner', 'nmod', 'sammanträffande')
('förmåner', 'nmod', 'samordning')
('förmåner', 'nmod', 'skyldigheter')
('förmåner', 'nmod', 'ärenden')
('förmåner', 'nsubj:pass', 'beaktas')
('förmåner', 'nsubj:pass', 'bestämmas')
('förmåner', 'nsubj:pass', 'betalas')
('förmåner', 'nsubj:pass', 'knytas')
('förmåner', 'nsubj:pass', 'lämnas')
('förmåner', 'nsubj:pass', 'räknas')
('förmåner', 'nsubj:pass', 'tas')
('förmåner', 'nsubj', 'bostadsbidrag')
('förmåner', 'nsubj', 'ligga')
('förmåner', 'nsubj', 'merkostnadsersättning')
('förmåner', 'nsubj', 'pensionsgrundande')
('förmåner', 'nsubj', 'sjukpenning')
('förmåner', 'nsubj', 'ålderspension')
('förmån', 'nmod', 'andel')
('förmån', 'nmod', 'ansökan')
('förmån', 'nmod', 'beräkningen')
('förmån', 'nmod', 'bestämmelser')
('förmån', 'nmod', 'del')
('förmån', 'nmod', 'fjärdedel')
('förmån', 'nmod', 'försäkrad')
('förmån', 'nmod', 'försäkrade')
('förmån', 'nmod', 'hinder')
('förmån', 'nmod', 'rätten')
('förmån', 'nmod', 'storleken')
('förmån', 'nmod', 'utbetalning')
('förmån', 'nmod', 'ökning')
('förmån', 'nsubj:pass', 'görs')
('förmån', 'nsubj:pass', 'lämnas')
('förmån', 'nsubj', 'motsvarar')
('förmånsbeloppet', 'nsubj:pass', 'avkortas')
('förmånsbeviset', 'nmod', 'uppvisande')
('förmånsbeviset', 'nsubj', 'förkommit')
('förmånsbevis', 'nmod', 'stycket')
('förmånsbevis', 'nsubj:pass', 'utfärdas')
('förmånsnivåer', 'nmod', 'bestämmelser')
('förmånsnivåer', 'nmod', 'förmånstiden')
('förmånsnivåer', 'nmod', 'någon')
('förmånsnivå', 'nmod', 'fall')
('förmånsnivå', 'nmod', 'sjukpenning')
('förmånstagaren', 'nmod', 'begäran')
('förmånstid', 'nmod', 'bestämmelser')
('förmånstid', 'nmod', 'bestämmelserna')
('förmånstid', 'nmod', 'kap.')
('förmögenheten', 'nmod', 'andel')
('förmögenheten', 'nsubj:pass', 'beräknas')
('förmögenhet', 'nmod', 'beräkning')
('förmögenhet', 'nmod', 'beräkningen')
('förmögenhet', 'nmod', 'del')
('förmögenhet', 'nmod', 'hälften')
('förmögenhet', 'nmod', 'procent')
('förmögenhet', 'nmod', 'tillägg')
('förmögenhet', 'nmod', 'värdet')
('förmögenhet', 'nsubj:pass', 'beräknas')
('förmögenhetsbeloppet', 'nsubj:pass', 'avrundas')
('förordning', 'nmod', 'stöd')
('förordning', 'nmod', 'tillämpning')
('förskola', 'nmod', 'besök')
('första-fjärde', 'nmod', 'värdet')
('försvarssamarbete', 'nmod', 'december')
('försvarssamarbete', 'nmod', 'stater')
('försäkrade', 'nmod', 'ansökan')
('försäkrade', 'nmod', 'beaktande')
('försäkrade', 'nmod', 'begäran')
('försäkrade', 'nmod', 'bestämmelser')
('försäkrade', 'nmod', 'bortses')
('försäkrade', 'nmod', 'gäller')
('försäkrade', 'nmod', 'hushållsgemenskap')
('försäkrade', 'nmod', 'intjänandeåret')
('försäkrade', 'nmod', 'likställs')
('försäkrade', 'nmod', 'livränta')
('försäkrade', 'nmod', 'rehabilitering')
('försäkrade', 'nmod', 'rehabiliteringen')
('försäkrade', 'nmod', 'samråd')
('försäkrade', 'nmod', 'sjukpenning')
('försäkrade', 'nmod', 'tilläggspension')
('försäkrade', 'nmod', 'överenskommelse')
('försäkrade', 'nsubj:pass', 'anses')
('försäkrade', 'nsubj:pass', 'beviljats')
('försäkrade', 'nsubj:pass', 'debiterats')
('försäkrade', 'nsubj:pass', 'fastställs')
('försäkrade', 'nsubj:pass', 'förväntas')
('försäkrade', 'nsubj:pass', 'informerats')
('försäkrade', 'nsubj:pass', 'likställs')
('försäkrade', 'nsubj:pass', 'tillförsäkras')
('försäkrade', 'nsubj:pass', 'tillgodoräknas')
('försäkrade', 'nsubj:pass', 'tillgodoräknats')
('försäkrade', 'nsubj:pass', 'underrättas')
('försäkrade', 'nsubj:pass', 'underrättats')
('försäkrade', 'nsubj:pass', 'återgå')
('försäkrade', 'nsubj', 'anmäld')
('försäkrade', 'nsubj', 'ansökt')
('försäkrade', 'nsubj', 'arbetar')
('försäkrade', 'nsubj', 'arbetslös')
('försäkrade', 'nsubj', 'avbryter')
('försäkrade', 'nsubj', 'avlidit')
('försäkrade', 'nsubj', 'avstår')
('försäkrade', 'nsubj', 'bedriver')
('försäkrade', 'nsubj', 'begär')
('försäkrade', 'nsubj', 'begärt')
('försäkrade', 'nsubj', 'behöver')
('försäkrade', 'nsubj', 'berättigad')
('försäkrade', 'nsubj', 'betala')
('försäkrade', 'nsubj', 'betalade')
('försäkrade', 'nsubj', 'bosatt')
('försäkrade', 'nsubj', 'bruka')
('försäkrade', 'nsubj', 'civilanställd')
('försäkrade', 'nsubj', 'deltar')
('försäkrade', 'nsubj', 'fick')
('försäkrade', 'nsubj', 'folkbokförd')
('försäkrade', 'nsubj', 'fullgör')
('försäkrade', 'nsubj', 'fyllde')
('försäkrade', 'nsubj', 'fyller')
('försäkrade', 'nsubj', 'fyllt')
('försäkrade', 'nsubj', 'få')
('försäkrade', 'nsubj', 'får')
('försäkrade', 'nsubj', 'fått')
('försäkrade', 'nsubj', 'född')
('försäkrade', 'nsubj', 'försäkrad')
('försäkrade', 'nsubj', 'förvärvsarbetar')
